order_id,brand,customer_id,dealer_id,purchase_date,model,quantity,unit_price,payment_method,region,city
ORD-MAR-20050,Maruti,cc72f14b88044183,DLR-134,2024-10-15 13:47:06,Alto,1,370896,Finance,Telangana,Nizamabad
ORD-MAR-20051,Maruti,94fb637fd6f6e246,DLR-113,2025-01-11 11:19:21,Fronx,1,1052753,EMI,Maharashtra,Nagpur
ORD-MAR-20052,Maruti,e40d936a27c01aad,DLR-149,2024-08-26 18:17:42,WagonR,1,562964,Lease,Bihar,Bhagalpur
ORD-MAR-20053,Maruti,b595dbafea2c608d,DLR-115,2025-03-07 20:10:32,Brezza,1,1077057,EMI,Tamil Nadu,Chennai
ORD-MAR-20054,Maruti,82fa1c8c73fba8e3,DLR-109,2024-01-23 03:43:02,Brezza,1,1194655,Finance,Bihar,Bhagalpur
ORD-MAR-20055,Maruti,811b50251dcd079c,DLR-147,2024-03-23 14:16:37,Dzire,1,743778,Finance,Karnataka,Mangalore
ORD-MAR-20056,Maruti,c51aa6270c49ec1a,DLR-104,2024-10-10 22:09:51,Fronx,1,959592,Finance,Telangana,Nizamabad
ORD-MAR-20057,Maruti,2a95d72b79d1e662,DLR-132,2025-01-31 00:04:39,Fronx,1,1088331,Cash,Uttar Pradesh,Lucknow
ORD-MAR-20058,Maruti,7f91dcef3f2798c4,DLR-130,2024-08-22 21:28:27,Fronx,1,963217,Finance,Rajasthan,Jodhpur
ORD-MAR-20059,Maruti,714494b2fefb5d92,DLR-125,2024-09-15 23:18:31,Alto,1,434413,EMI,Karnataka,Bengaluru
ORD-MAR-20060,Maruti,20380851c6fe3c81,DLR-121,2024-01-15 13:35:16,Brezza,1,1045313,EMI,Telangana,Warangal
ORD-MAR-20061,Maruti,ecab535dda023b5b,DLR-121,2025-02-10 12:31:13,WagonR,4,528380,Finance,Karnataka,Mangalore
ORD-MAR-20062,Maruti,926f0c292b66fba1,DLR-129,2024-10-31 19:40:37,Swift,1,624419,EMI,West Bengal,Kolkata
ORD-MAR-20063,Maruti,c979550c48228244,DLR-140,2024-08-22 00:02:11,Grand Vitara,1,1807573,EMI,Maharashtra,Mumbai
ORD-MAR-20064,Maruti,f540482daa03d79e,DLR-133,2025-06-14 06:48:30,Dzire,1,666387,EMI,Bihar,Patna
ORD-MAR-20065,Maruti,6e1bc8602ac9e294,DLR-102,2024-12-06 00:50:37,Brezza,1,1029261,EMI,Tamil Nadu,Coimbatore
ORD-MAR-20066,Maruti,6c5cbf8db78acc0c,DLR-135,2024-10-18 11:00:08,Brezza,1,995817,Lease,Maharashtra,Nagpur
ORD-MAR-20067,Maruti,4e42578b6e64f561,DLR-124,2024-08-31 03:36:14,Fronx,1,1091249,EMI,Karnataka,Mysuru
ORD-MAR-20068,Maruti,9d9b810995d745d3,DLR-107,2024-11-17 00:14:13,WagonR,1,543174,Finance,West Bengal,Howrah
ORD-MAR-20069,Maruti,c6e9ac23bee0ec0d,DLR-123,2024-06-16 17:10:02,Swift,1,695008,Finance,Delhi NCR,New Delhi
ORD-MAR-20070,Maruti,9a1bfbd936fa8f58,DLR-100,2024-02-11 19:24:42,Baleno,1,872267,EMI,Gujarat,Surat
ORD-MAR-20071,Maruti,22d5beb6251bd167,DLR-106,2024-04-15 02:07:49,Ertiga,1,972999,Cash,Bihar,Gaya
ORD-MAR-20072,Maruti,b59b4e8cd81b5a6c,DLR-126,2024-02-07 19:06:30,Ertiga,1,973395,Finance,Tamil Nadu,Coimbatore
ORD-MAR-20073,Maruti,3998ecd47e88b8e0,DLR-102,2024-11-08 04:10:11,Brezza,2,1166356,Finance,Gujarat,Ahmedabad
ORD-MAR-20074,Maruti,081a8853694c3a1e,DLR-127,2025-07-04 12:14:38,Grand Vitara,1,1776693,Finance,West Bengal,Kolkata
ORD-MAR-20075,Maruti,836eff367f2a9c4e,DLR-139,2024-12-06 02:59:58,Ignis,1,577573,Cash,Rajasthan,Jodhpur
ORD-MAR-20076,Maruti,3e9b2d7758417c20,DLR-117,2025-07-21 15:22:25,Brezza,7,1147256,EMI,West Bengal,Howrah
ORD-MAR-20077,Maruti,65311930adee7cdc,DLR-107,2024-11-22 17:21:23,Brezza,1,1128513,Finance,Bihar,Bhagalpur
ORD-MAR-20078,Maruti,82a56ee31a87e0ae,DLR-143,2024-01-19 02:14:26,Brezza,1,1101625,Finance,Telangana,Nizamabad
ORD-MAR-20079,Maruti,091ef1388d11ef7e,DLR-123,2025-02-18 04:53:11,WagonR,1,484273,EMI,Telangana,Warangal
ORD-MAR-20080,Maruti,9c2cd020c95d3fcb,DLR-110,2025-03-17 22:53:00,Fronx,1,898846,Lease,Rajasthan,Udaipur
ORD-MAR-20081,Maruti,ca3a89ae70c9319f,DLR-132,2024-05-11 22:06:00,Ertiga,1,1123001,Finance,Gujarat,Vadodara
ORD-MAR-20082,Maruti,efcb40cffbca840d,DLR-130,2025-01-30 12:19:15,Grand Vitara,1,1900323,Finance,West Bengal,Howrah
ORD-MAR-20083,Maruti,26b92d89515b0f97,DLR-134,2024-09-16 16:54:28,WagonR,1,515346,EMI,Delhi NCR,New Delhi
ORD-MAR-20084,Maruti,af845cb135d24b86,DLR-122,2025-02-28 02:40:48,Fronx,1,943156,Finance,Telangana,Nizamabad
ORD-MAR-20085,Maruti,5b61d3f3f1b77e37,DLR-128,2024-02-29 04:07:49,Dzire,1,684404,Finance,Delhi NCR,New Delhi
ORD-MAR-20086,Maruti,d32f542e54abcd15,DLR-107,2025-03-28 09:19:05,Brezza,1,1150689,Finance,Delhi NCR,Noida
ORD-MAR-20087,Maruti,349919b29e404020,DLR-101,2024-04-10 18:26:10,Ertiga,1,1190393,Finance,West Bengal,Asansol
ORD-MAR-20088,Maruti,a6bb82b90e4aa306,DLR-145,2025-04-06 17:55:11,Brezza,1,1020726,Finance,Bihar,Patna
ORD-MAR-20089,Maruti,30ea5463dc438854,DLR-113,2025-06-02 00:13:46,Brezza,1,1160244,Finance,Rajasthan,Udaipur
ORD-MAR-20090,Maruti,580088f2182f295c,DLR-118,2025-05-08 19:07:58,Fronx,1,987121,EMI,Uttar Pradesh,Lucknow
ORD-MAR-20091,Maruti,e0f3669ea75b2c8b,DLR-138,2024-07-26 19:55:51,WagonR,1,541884,Cash,Karnataka,Mangalore
ORD-MAR-20092,Maruti,29cc7bf44d34ca18,DLR-104,2024-08-02 08:15:02,WagonR,1,514700,Finance,Gujarat,Surat
ORD-MAR-20093,Maruti,8faac831601d4b81,DLR-139,2024-08-08 11:13:27,Ertiga,1,1083594,EMI,Tamil Nadu,Chennai
ORD-MAR-20094,Maruti,5b4eef8273b0f200,DLR-137,2024-08-28 14:17:28,Ignis,1,692546,EMI,Telangana,Nizamabad
ORD-MAR-20095,Maruti,6dcb983b14ff7938,DLR-107,2024-07-20 04:53:05,Swift,2,751522,Finance,Tamil Nadu,Coimbatore
ORD-MAR-20096,Maruti,3f25956f165725c9,DLR-149,2025-05-26 11:43:45,Brezza,1,1183345,EMI,West Bengal,Kolkata
ORD-MAR-20097,Maruti,9e8c7ecd290637aa,DLR-149,2024-03-15 10:35:20,Baleno,1,724749,Finance,Uttar Pradesh,Varanasi
ORD-MAR-20098,Maruti,18fdc911da6aa533,DLR-106,2024-05-13 18:50:35,Brezza,1,999762,Finance,Uttar Pradesh,Kanpur
ORD-MAR-20099,Maruti,628bf43f4e63587b,DLR-146,2024-01-18 03:16:58,Fronx,1,937606,Finance,West Bengal,Kolkata
ORD-MAR-20100,Maruti,060f5a593d042766,DLR-131,2024-11-16 05:56:41,Grand Vitara,1,1849704,Finance,Uttar Pradesh,Kanpur
ORD-MAR-20101,Maruti,8126a88773700bc7,DLR-141,2025-01-12 20:45:19,Swift,1,663571,Finance,West Bengal,Asansol
ORD-MAR-20102,Maruti,57e04805a38a1e35,DLR-138,2025-01-24 09:09:16,Dzire,1,793880,Finance,Tamil Nadu,Chennai
ORD-MAR-20103,Maruti,eb4040d9f5530b25,DLR-111,2024-12-09 22:45:39,Fronx,1,980261,Finance,Bihar,Bhagalpur
ORD-MAR-20104,Maruti,156f1bc66dfe4e74,DLR-139,2024-02-14 02:08:14,Fronx,4,1067014,Finance,Delhi NCR,Gurugram
ORD-MAR-20105,Maruti,ef11812de6606f05,DLR-111,2025-07-08 23:28:55,Fronx,1,1022403,Finance,Maharashtra,Mumbai
ORD-MAR-20106,Maruti,cc5b77712a019d45,DLR-110,2024-04-09 18:00:09,Baleno,1,859247,Finance,Karnataka,Bengaluru
ORD-MAR-20107,Maruti,c95be59cc5b12e57,DLR-113,2024-04-06 19:43:01,Ignis,1,714504,Finance,Rajasthan,Udaipur
ORD-MAR-20108,Maruti,6be4e240fb23df8c,DLR-128,2024-11-29 14:19:52,Swift,1,734901,Lease,Tamil Nadu,Chennai
ORD-MAR-20109,Maruti,9725d5ab361e4ff6,DLR-102,2024-05-13 12:52:00,Swift,1,778648,Finance,Bihar,Bhagalpur
ORD-MAR-20110,Maruti,580552eceee4a935,DLR-121,2024-03-18 08:20:56,Ertiga,1,1026577,Finance,Tamil Nadu,Madurai
ORD-MAR-20111,Maruti,35311d1fcebf52dd,DLR-118,2024-12-03 08:28:10,Swift,1,720626,Finance,Gujarat,Surat
ORD-MAR-20112,Maruti,13c649c5399b3c61,DLR-146,2025-01-29 22:28:02,Brezza,10,1064423,Finance,Delhi NCR,Gurugram
ORD-MAR-20113,Maruti,23a7d744b680d8a3,DLR-114,2025-04-19 09:56:05,Dzire,1,782403,Lease,Maharashtra,Nagpur
ORD-MAR-20114,Maruti,b2b07070f0a1982c,DLR-149,2025-05-12 17:26:52,Swift,1,629273,Finance,Uttar Pradesh,Kanpur
ORD-MAR-20115,Maruti,728cbdbf56c2a308,DLR-137,2024-09-18 05:15:00,Brezza,1,1117632,Finance,Rajasthan,Udaipur
ORD-MAR-20116,Maruti,428ffe655f426ad0,DLR-141,2024-04-13 09:50:24,Fronx,1,1007072,Finance,Telangana,Hyderabad
ORD-MAR-20117,Maruti,87e013a9ac4f35e9,DLR-133,2025-01-10 04:01:52,Fronx,1,941507,Finance,Rajasthan,Udaipur
ORD-MAR-20118,Maruti,108839dc96d3d384,DLR-116,2024-01-11 03:19:12,Grand Vitara,1,2022596,Finance,Gujarat,Surat
ORD-MAR-20119,Maruti,5669ed9fbba646d6,DLR-132,2024-07-31 06:05:33,Swift,1,740229,Finance,Bihar,Patna
ORD-MAR-20120,Maruti,81820e3be19cf7cc,DLR-143,2025-02-13 07:33:22,Fronx,1,1088084,Lease,Bihar,Patna
ORD-MAR-20121,Maruti,10409b2ee1a2ab96,DLR-129,2024-11-30 09:19:13,Fronx,1,1081336,EMI,Telangana,Warangal
ORD-MAR-20122,Maruti,0a9c3effe4169f02,DLR-120,2024-06-23 11:14:14,Baleno,1,786893,Finance,Bihar,Gaya
ORD-MAR-20123,Maruti,86083beea68f15e0,DLR-118,2024-09-26 08:27:10,Brezza,1,1120236,Finance,Telangana,Nizamabad
ORD-MAR-20124,Maruti,3c25a3e0dcf8a078,DLR-106,2024-06-29 07:59:17,Ertiga,1,1067518,Cash,Maharashtra,Pune
ORD-MAR-20125,Maruti,dc00f382e5ba55be,DLR-118,2025-04-05 10:21:23,Fronx,1,1094441,EMI,Maharashtra,Mumbai
ORD-MAR-20126,Maruti,ac617a2a06bd6bee,DLR-125,2024-07-15 11:16:45,Brezza,1,1066896,Finance,Rajasthan,Jaipur
ORD-MAR-20127,Maruti,a8e8a28241ad5430,DLR-139,2025-06-22 01:05:46,Dzire,1,699826,Finance,Delhi NCR,Gurugram
ORD-MAR-20128,Maruti,0a8d3ada45a5010d,DLR-122,2025-03-20 10:07:05,Baleno,1,772370,EMI,Telangana,Nizamabad
ORD-MAR-20129,Maruti,515f521d36676926,DLR-116,2024-08-15 11:17:47,Alto,1,428958,Cash,West Bengal,Howrah
ORD-MAR-20130,Maruti,7d0bb29bd5c65469,DLR-148,2024-01-21 18:45:57,Alto,1,386441,Finance,Telangana,Hyderabad
ORD-MAR-20131,Maruti,98e79d062a6a9299,DLR-146,2024-05-24 22:45:33,Fronx,1,958721,Finance,Telangana,Nizamabad
ORD-MAR-20132,Maruti,66440c9a8dffc610,DLR-138,2024-06-20 13:06:35,Fronx,1,883952,EMI,Rajasthan,Jodhpur
ORD-MAR-20133,Maruti,c160ef5230acdaed,DLR-100,2024-10-14 06:30:44,Alto,1,384203,EMI,Maharashtra,Nagpur
ORD-MAR-20134,Maruti,e9f7ab9efba785d6,DLR-118,2025-04-10 09:58:22,Ertiga,2,1074957,Lease,West Bengal,Asansol
ORD-MAR-20135,Maruti,e411150f91c37aa1,DLR-141,2024-05-17 04:33:09,WagonR,1,602158,Cash,Uttar Pradesh,Kanpur
ORD-MAR-20136,Maruti,9d68a91df167ae03,DLR-104,2025-05-27 14:54:19,Brezza,1,1155970,Finance,Bihar,Bhagalpur
ORD-MAR-20137,Maruti,9ca614b9f3dbafa8,DLR-136,2024-02-04 14:40:25,Fronx,1,930689,Finance,Rajasthan,Jaipur
ORD-MAR-20138,Maruti,d60003a0e81322c1,DLR-135,2024-03-22 23:50:41,Fronx,1,889255,Finance,West Bengal,Asansol
ORD-MAR-20139,Maruti,05d225760da9051d,DLR-134,2025-03-13 10:20:33,Swift,1,655815,Finance,Tamil Nadu,Coimbatore
ORD-MAR-20140,Maruti,c1b0079327b5da77,DLR-107,2025-08-22 01:21:53,Baleno,1,774809,Cash,Karnataka,Mysuru
ORD-MAR-20141,Maruti,0a68d0d51c7ed9f8,DLR-101,2024-09-07 11:40:46,Baleno,1,792981,Finance,Delhi NCR,Gurugram
ORD-MAR-20142,Maruti,fe7150281e5c000c,DLR-137,2024-11-06 09:04:06,Ignis,1,601977,EMI,Tamil Nadu,Madurai
ORD-MAR-20143,Maruti,8f86a01f30884330,DLR-113,2025-02-01 22:06:35,Brezza,1,989363,Finance,Maharashtra,Pune
ORD-MAR-20144,Maruti,148060e9cff8e08c,DLR-147,2025-05-18 23:46:35,Ignis,1,577821,EMI,Uttar Pradesh,Kanpur
ORD-MAR-20145,Maruti,f2f7b0d6544ffc14,DLR-111,2024-06-08 04:22:28,Ignis,1,682809,Lease,Telangana,Nizamabad
ORD-MAR-20146,Maruti,4ab9da150790f02b,DLR-134,2024-01-26 21:57:22,Grand Vitara,1,2098291,EMI,Gujarat,Vadodara
ORD-MAR-20147,Maruti,8dc087ae1d26faf5,DLR-108,2025-03-10 04:35:47,Brezza,1,987592,Lease,Maharashtra,Nagpur
ORD-MAR-20148,Maruti,1697bb066009d29b,DLR-144,2024-03-30 02:01:41,Ertiga,1,1170933,Finance,Bihar,Patna
ORD-MAR-20149,Maruti,4a2ddda1eeb74fb4,DLR-134,2024-08-28 10:06:27,WagonR,1,604375,EMI,Karnataka,Bengaluru
ORD-MAR-20150,Maruti,62793312f85b6a59,DLR-123,2024-04-27 14:27:29,Brezza,1,1049080,Finance,Tamil Nadu,Madurai
ORD-MAR-20151,Maruti,082a349ae045d823,DLR-104,2024-05-14 01:44:36,Brezza,1,1173738,EMI,Karnataka,Bengaluru
ORD-MAR-20152,Maruti,df42a2f37c2e8548,DLR-104,2025-07-29 08:23:54,Fronx,1,941988,EMI,West Bengal,Kolkata
ORD-MAR-20153,Maruti,aee895395003d48e,DLR-139,2025-07-15 11:22:56,Dzire,8,798338,Finance,Gujarat,Surat
ORD-MAR-20154,Maruti,4eede833b2e18512,DLR-104,2025-07-22 14:36:06,Brezza,1,1096177,Finance,Gujarat,Surat
ORD-MAR-20155,Maruti,2ad1f2c8de2892e0,DLR-143,2024-06-16 12:24:52,Grand Vitara,1,2097545,Finance,Uttar Pradesh,Lucknow
ORD-MAR-20156,Maruti,6094bf6f2a478b4d,DLR-134,2024-01-28 23:08:08,Ignis,1,574180,Finance,Karnataka,Bengaluru
ORD-MAR-20157,Maruti,81c9748b81c0ede7,DLR-104,2024-12-08 09:40:32,Brezza,1,1112693,EMI,Delhi NCR,Gurugram
ORD-MAR-20158,Maruti,5bb95672ed1d6d2a,DLR-104,2024-10-31 12:41:06,Ertiga,1,971206,Finance,Telangana,Warangal
ORD-MAR-20159,Maruti,529a6f58a0776ed1,DLR-113,2024-08-22 08:09:07,Swift,1,677601,EMI,Karnataka,Bengaluru
ORD-MAR-20160,Maruti,845f18ad629bdc6b,DLR-138,2024-05-24 14:42:30,Dzire,1,790502,Finance,Tamil Nadu,Madurai
ORD-MAR-20161,Maruti,ffc73f3ec6adc6d5,DLR-107,2025-06-27 11:02:37,Grand Vitara,1,2077092,EMI,Gujarat,Ahmedabad
ORD-MAR-20162,Maruti,c86f20473f922897,DLR-147,2024-03-18 06:11:22,Fronx,1,1014821,Cash,Gujarat,Vadodara
ORD-MAR-20163,Maruti,9920daac148ff182,DLR-115,2024-01-14 22:27:56,Fronx,1,895437,Lease,Bihar,Gaya
ORD-MAR-20164,Maruti,6fc25f436ce77a71,DLR-116,2025-05-28 03:47:47,Brezza,1,1197935,Lease,Gujarat,Vadodara
ORD-MAR-20165,Maruti,e9e637b332a23bd1,DLR-118,2025-07-30 18:02:30,WagonR,1,582864,Cash,Tamil Nadu,Madurai
ORD-MAR-20166,Maruti,9067f352dc935061,DLR-120,2025-02-01 14:31:48,Swift,1,765531,Cash,West Bengal,Howrah
ORD-MAR-20167,Maruti,aabe5ab945aff4c1,DLR-131,2024-09-27 05:44:44,Dzire,1,795851,Finance,Tamil Nadu,Chennai
ORD-MAR-20168,Maruti,fc4b542ea0c7ca6d,DLR-115,2024-05-25 03:46:38,Baleno,1,834255,Finance,Bihar,Bhagalpur
ORD-MAR-20169,Maruti,316d6bf71ee04146,DLR-129,2025-08-12 18:20:44,Brezza,1,1192019,Finance,Delhi NCR,New Delhi
ORD-MAR-20170,Maruti,d7e34dafc2e7114c,DLR-143,2024-10-19 23:13:41,Fronx,1,922781,Finance,Bihar,Patna
ORD-MAR-20171,Maruti,ee0f00489414fecf,DLR-127,2025-01-24 06:05:10,Fronx,1,1057682,Finance,Telangana,Hyderabad
ORD-MAR-20172,Maruti,d5f83f278fd783d9,DLR-135,2024-07-26 09:05:37,Grand Vitara,1,2014237,EMI,Tamil Nadu,Chennai
ORD-MAR-20173,Maruti,81d915ca78ac54cb,DLR-133,2025-01-16 22:58:46,WagonR,1,548514,Finance,Karnataka,Bengaluru
ORD-MAR-20174,Maruti,35106dc215f7a839,DLR-112,2025-02-14 01:31:46,Fronx,1,936305,Cash,Telangana,Warangal
ORD-MAR-20175,Maruti,4bf9d5f17a0374af,DLR-128,2024-07-07 00:10:39,Dzire,1,723625,Finance,Uttar Pradesh,Kanpur
ORD-MAR-20176,Maruti,b5b816d26cae0c1e,DLR-114,2024-12-28 09:39:53,Ignis,1,620883,Finance,Gujarat,Ahmedabad
ORD-MAR-20177,Maruti,fa07a7f8a456b298,DLR-146,2024-12-04 04:52:12,Brezza,1,1076533,Finance,Karnataka,Mangalore
ORD-MAR-20178,Maruti,7ba8b266b3f7ca11,DLR-108,2024-10-26 09:40:46,Fronx,1,1074198,Cash,Rajasthan,Jaipur
ORD-MAR-20179,Maruti,73ace459413a6ed2,DLR-136,2025-06-09 00:04:14,Fronx,1,1060792,Finance,Maharashtra,Nagpur
ORD-MAR-20180,Maruti,fcf61565a8cd14f1,DLR-127,2025-06-05 10:40:19,Fronx,1,1036080,Cash,Bihar,Gaya
ORD-MAR-20181,Maruti,83fe873fa06e6c6d,DLR-106,2024-08-11 16:33:32,Fronx,1,918279,EMI,Tamil Nadu,Chennai
ORD-MAR-20182,Maruti,0eb681fe012bb760,DLR-109,2024-07-09 02:50:56,WagonR,1,551942,EMI,West Bengal,Howrah
ORD-MAR-20183,Maruti,012e1241444b2e20,DLR-147,2024-12-17 17:49:28,Swift,1,700888,Lease,Maharashtra,Mumbai
ORD-MAR-20184,Maruti,4ca565cb7f9ba4f7,DLR-125,2025-03-01 13:29:18,Fronx,1,1099549,Finance,Delhi NCR,Gurugram
ORD-MAR-20185,Maruti,84859105bbdde076,DLR-119,2025-07-24 16:31:31,Grand Vitara,1,2108890,Finance,West Bengal,Kolkata
ORD-MAR-20186,Maruti,2b361048a1c9ced2,DLR-149,2025-02-06 22:03:18,Fronx,1,922925,Cash,Karnataka,Bengaluru
ORD-MAR-20187,Maruti,daaa4d703e31790d,DLR-141,2025-08-21 11:32:11,Alto,1,415821,Finance,Delhi NCR,Noida
